Country,year,remittances
Puerto Rico,1993,..
Qatar,1993,..
Romania,1993,..
Russian Federation,1993,..
Rwanda,1993,4
Samoa,1993,32
San Marino,1993,..
Sao Tome and Principe,1993,..
Saudi Arabia,1993,..
Senegal,1993,170
Serbia and Montenegro,1993,..
Seychelles,1993,1
Sierra Leone,1993,0.057801575
Singapore,1993,..
Slovak Republic,1993,79
Slovenia,1993,52
Solomon Islands,1993,..
Somalia,1993,..
South Africa,1993,102
Spain,1993,2321
Sri Lanka,1993,632
St. Kitts and Nevis,1993,2
St. Lucia,1993,2
St. Vincent and the Grenadines,1993,2
Sudan,1993,75
Suriname,1993,4
Swaziland,1993,83
Sweden,1993,231
Switzerland,1993,1052
Syrian Arab Republic,1993,352
Tajikistan,1993,..
Tanzania,1993,..
Thailand,1993,1112
Timor-Leste,1993,..
Togo,1993,12
Tonga,1993,21
Trinidad and Tobago,1993,20
Tunisia,1993,446
Turkey,1993,2919
Turkmenistan,1993,..
Uganda,1993,..
Ukraine,1993,..
United Arab Emirates,1993,..
United Kingdom,1993,1768
United States,1993,1820
Uruguay,1993,..
Uzbekistan,1993,..
Vanuatu,1993,12
"Venezuela, RB",1993,2
Vietnam,1993,..
Virgin Islands (U.S.),1993,..
West Bank and Gaza,1993,..
"Yemen, Rep.",1993,1039
Zambia,1993,..
Zimbabwe,1993,1
Afghanistan,1994,..
Albania,1994,307
Algeria,1994,1395
American Samoa,1994,..
Andorra,1994,..
Angola,1994,..
Antigua and Barbuda,1994,3
Argentina,1994,62
Armenia,1994,..
Aruba,1994,4
Australia,1994,1277
Austria,1994,845
Azerbaijan,1994,..
"Bahamas, The",1994,..
Bahrain,1994,..
Bangladesh,1994,1151
Barbados,1994,46
Belarus,1994,0.4
Belgium,1994,4613
Belize,1994,13
Benin,1994,89
Bermuda,1994,..
Bhutan,1994,..
Bolivia,1994,5
Bosnia and Herzegovina,1994,..
Botswana,1994,70
Brazil,1994,2068
Brunei,1994,..
Bulgaria,1994,..
Burkina Faso,1994,80
Burundi,1994,..
Cambodia,1994,11
Cameroon,1994,11
Canada,1994,..
Cape Verde,1994,85
Cayman Islands,1994,..
Central African Republic,1994,..
Chad,1994,1
Chile,1994,..
China,1994,985.5
Colombia,1994,968
Comoros,1994,15
"Congo, Dem. Rep.",1994,..
"Congo, Rep.",1994,..
Costa Rica,1994,17
Cote d'Ivoire,1994,110
Croatia,1994,376
Cuba,1994,..
Cyprus,1994,81
Czech Republic,1994,164
Denmark,1994,439
Djibouti,1994,14
Dominica,1994,3
Dominican Republic,1994,798
Ecuador,1994,276
"Egypt, Arab Rep.",1994,3672
El Salvador,1994,972
Equatorial Guinea,1994,..
Eritrea,1994,..
Estonia,1994,3
Ethiopia,1994,25
Faeroe Islands,1994,..
Fiji,1994,30
Finland,1994,67
France,1994,3954
French Polynesia,1994,..
Gabon,1994,..
"Gambia, The",1994,17
Georgia,1994,..
Germany,1994,4409
Ghana,1994,16
Greece,1994,2886
Greenland,1994,..
Grenada,1994,13
Guam,1994,..
Guatemala,1994,285
Guinea,1994,0.49
Guinea-Bissau,1994,..
Guyana,1994,1
Haiti,1994,43
Honduras,1994,89
"Hong Kong, China",1994,..
Hungary,1994,..
Iceland,1994,48
India,1994,5857
Indonesia,1994,449
"Iran, Islamic Rep.",1994,1200
Iraq,1994,..
Ireland,1994,324
Israel,1994,1602
Italy,1994,2419
Jamaica,1994,522
Japan,1994,874
Jordan,1994,1094
Kazakhstan,1994,..
Kenya,1994,137.28
Kiribati,1994,7
"Korea, Dem. Rep.",1994,..
"Korea, Rep.",1994,1038
Kuwait,1994,..
Kyrgyz Republic,1994,1
Lao PDR,1994,10
Latvia,1994,..
Lebanon,1994,2165
Lesotho,1994,320
Liberia,1994,..
Libya,1994,..
Liechtenstein,1994,..
Lithuania,1994,1
Luxembourg,1994,..
"Macao, China",1994,..
"Macedonia, FYR",1994,..
Madagascar,1994,13
Malawi,1994,1
Malaysia,1994,455
Maldives,1994,2
Mali,1994,103
Malta,1994,24
Marshall Islands,1994,..
Mauritania,1994,5
Mauritius,1994,118
Mayotte,1994,..
Mexico,1994,4122
"Micronesia, Fed. Sts.",1994,..
Moldova,1994,..
Monaco,1994,..
Mongolia,1994,..
Morocco,1994,1827
Mozambique,1994,55
Myanmar,1994,42
Namibia,1994,15
Nepal,1994,50
Netherlands,1994,984
Netherlands Antilles,1994,9
New Caledonia,1994,..
New Zealand,1994,995
Nicaragua,1994,50
Niger,1994,7
Nigeria,1994,550
Norway,1994,170
Oman,1994,39
Pakistan,1994,1749
Palau,1994,..
Panama,1994,112
Papua New Guinea,1994,20
Paraguay,1994,148
Peru,1994,473
Philippines,1994,3452
Poland,1994,581
Portugal,1994,3806
Puerto Rico,1994,..
Qatar,1994,..
Romania,1994,11
Russian Federation,1994,4563
Rwanda,1994,4
Samoa,1994,37
San Marino,1994,..
Sao Tome and Principe,1994,..
Saudi Arabia,1994,..
Senegal,1994,114
Serbia and Montenegro,1994,..
Seychelles,1994,1
Sierra Leone,1994,0.055902131
Singapore,1994,..
Slovak Republic,1994,48
Slovenia,1994,273
Solomon Islands,1994,..
Somalia,1994,..
South Africa,1994,99
Spain,1994,2631
Sri Lanka,1994,715
St. Kitts and Nevis,1994,2
St. Lucia,1994,2
St. Vincent and the Grenadines,1994,2
Sudan,1994,107
Suriname,1994,0.2
Swaziland,1994,77
Sweden,1994,249
Switzerland,1994,1212
Syrian Arab Republic,1994,535
Tajikistan,1994,..
Tanzania,1994,..
Thailand,1994,1281
Timor-Leste,1994,..
Togo,1994,15
Tonga,1994,..
Trinidad and Tobago,1994,27
Tunisia,1994,629
Turkey,1994,2627
Turkmenistan,1994,..
Uganda,1994,..
Ukraine,1994,..
United Arab Emirates,1994,..
United Kingdom,1994,1969
United States,1994,1943
Uruguay,1994,..
Uzbekistan,1994,..
Vanuatu,1994,18
"Venezuela, RB",1994,2
Vietnam,1994,..
Virgin Islands (U.S.),1994,..
West Bank and Gaza,1994,486
"Yemen, Rep.",1994,1059
Zambia,1994,..
Zimbabwe,1994,44
Afghanistan,1995,..
Albania,1995,427
Algeria,1995,1120
American Samoa,1995,..
Andorra,1995,..
Angola,1995,..
Antigua and Barbuda,1995,3
Argentina,1995,56
Armenia,1995,65
Aruba,1995,4
Australia,1995,1651
Austria,1995,1012
Azerbaijan,1995,3
"Bahamas, The",1995,..
Bahrain,1995,..
Bangladesh,1995,1202
Barbados,1995,53
Belarus,1995,29
Belgium,1995,4937
Belize,1995,14
Benin,1995,100
Bermuda,1995,..
Bhutan,1995,..
Bolivia,1995,7
Bosnia and Herzegovina,1995,..
Botswana,1995,59
Brazil,1995,3315
Brunei,1995,..
Bulgaria,1995,..
Burkina Faso,1995,80
Burundi,1995,..
Cambodia,1995,12
Cameroon,1995,11
Canada,1995,..
Cape Verde,1995,106
Cayman Islands,1995,..
Central African Republic,1995,..
Chad,1995,..
Chile,1995,..
China,1995,1053.1
Colombia,1995,815
Comoros,1995,12
"Congo, Dem. Rep.",1995,..
"Congo, Rep.",1995,4
Costa Rica,1995,123
Cote d'Ivoire,1995,151
Croatia,1995,544
Cuba,1995,..
Cyprus,1995,49
Czech Republic,1995,191
Denmark,1995,523
Djibouti,1995,12
Dominica,1995,3
Dominican Republic,1995,839
Ecuador,1995,386
"Egypt, Arab Rep.",1995,3226
El Salvador,1995,1064
Equatorial Guinea,1995,0.100170605
Eritrea,1995,..
Estonia,1995,1
Ethiopia,1995,27
Faeroe Islands,1995,..
Fiji,1995,33
Finland,1995,74
France,1995,4640
French Polynesia,1995,..
Gabon,1995,4
"Gambia, The",1995,19
Georgia,1995,..
Germany,1995,4523
Ghana,1995,17
Greece,1995,3286
Greenland,1995,..
Grenada,1995,18
Guam,1995,..
Guatemala,1995,358
Guinea,1995,1
Guinea-Bissau,1995,..
Guyana,1995,2
Haiti,1995,109
Honduras,1995,124
"Hong Kong, China",1995,..
Hungary,1995,152
Iceland,1995,63
India,1995,6223
Indonesia,1995,651
"Iran, Islamic Rep.",1995,1600
Iraq,1995,..
Ireland,1995,347
Israel,1995,702
Italy,1995,2364
Jamaica,1995,653
Japan,1995,1151
Jordan,1995,1441
Kazakhstan,1995,116
Kenya,1995,298.32
Kiribati,1995,7
"Korea, Dem. Rep.",1995,..
"Korea, Rep.",1995,1080
Kuwait,1995,..
Kyrgyz Republic,1995,1
Lao PDR,1995,22
Latvia,1995,..
Lebanon,1995,1225
Lesotho,1995,411
Liberia,1995,..
Libya,1995,..
Liechtenstein,1995,..
Lithuania,1995,1
Luxembourg,1995,729.7683141
"Macao, China",1995,..
"Macedonia, FYR",1995,..
Madagascar,1995,14
Malawi,1995,1
Malaysia,1995,716
Maldives,1995,2
Mali,1995,112
Malta,1995,20
Marshall Islands,1995,..
Mauritania,1995,5
Mauritius,1995,132
Mayotte,1995,..
Mexico,1995,4368
"Micronesia, Fed. Sts.",1995,..
Moldova,1995,1
Monaco,1995,..
Mongolia,1995,..
Morocco,1995,1970
Mozambique,1995,59
Myanmar,1995,81
Namibia,1995,16
Nepal,1995,57
Netherlands,1995,1359
Netherlands Antilles,1995,11
New Caledonia,1995,..
New Zealand,1995,1858
Nicaragua,1995,75
Niger,1995,8
Nigeria,1995,804
Norway,1995,239
Oman,1995,39
Pakistan,1995,1712
Palau,1995,..
Panama,1995,112
Papua New Guinea,1995,16
Paraguay,1995,287
Peru,1995,599
Philippines,1995,5360
Poland,1995,724
Portugal,1995,3953
Puerto Rico,1995,..
Qatar,1995,..
Romania,1995,9
Russian Federation,1995,2503
Rwanda,1995,21
Samoa,1995,41
San Marino,1995,..
Sao Tome and Principe,1995,..
Saudi Arabia,1995,..
Senegal,1995,146
Serbia and Montenegro,1995,..
Seychelles,1995,1
Sierra Leone,1995,24
Singapore,1995,..
Slovak Republic,1995,26
Slovenia,1995,272
Solomon Islands,1995,..
Somalia,1995,..
South Africa,1995,105
Spain,1995,3235
Sri Lanka,1995,809
St. Kitts and Nevis,1995,2
St. Lucia,1995,2
St. Vincent and the Grenadines,1995,2
Sudan,1995,346
Suriname,1995,..
Swaziland,1995,83
Sweden,1995,288
Switzerland,1995,1473
Syrian Arab Republic,1995,339
Tajikistan,1995,..
Tanzania,1995,1
Thailand,1995,1695
Timor-Leste,1995,..
Togo,1995,15
Tonga,1995,..
Trinidad and Tobago,1995,32
Tunisia,1995,680
Turkey,1995,3327
Turkmenistan,1995,..
Uganda,1995,..
Ukraine,1995,..
United Arab Emirates,1995,..
United Kingdom,1995,2469
United States,1995,2179
Uruguay,1995,..
Uzbekistan,1995,..
Vanuatu,1995,14
"Venezuela, RB",1995,2
Vietnam,1995,..
Virgin Islands (U.S.),1995,..
West Bank and Gaza,1995,626
"Yemen, Rep.",1995,1080
Zambia,1995,..
Zimbabwe,1995,..
Afghanistan,1996,..
Albania,1996,551
Algeria,1996,880
American Samoa,1996,..
Andorra,1996,..
Angola,1996,5
Antigua and Barbuda,1996,3
Argentina,1996,57
Armenia,1996,84
Aruba,1996,12
Australia,1996,2159
Austria,1996,984
Azerbaijan,1996,..
"Bahamas, The",1996,..
Bahrain,1996,..
Bangladesh,1996,1345
Barbados,1996,60
Belarus,1996,351
Belgium,1996,4947
Belize,1996,17
Benin,1996,86
Bermuda,1996,..
Bhutan,1996,..
Bolivia,1996,14
Bosnia and Herzegovina,1996,..
Botswana,1996,50
Brazil,1996,2527
Brunei,1996,..
Bulgaria,1996,42
Burkina Faso,1996,80
Burundi,1996,..
Cambodia,1996,12
Cameroon,1996,11
Canada,1996,..
Cape Verde,1996,100
Cayman Islands,1996,..
Central African Republic,1996,..
Chad,1996,..
Chile,1996,..
China,1996,1790.2
Colombia,1996,753
Comoros,1996,12
"Congo, Dem. Rep.",1996,..
"Congo, Rep.",1996,8
Costa Rica,1996,131
Cote d'Ivoire,1996,147
Croatia,1996,668
Cuba,1996,..
Cyprus,1996,49
Czech Republic,1996,112
Denmark,1996,523
Djibouti,1996,..
Dominica,1996,3
Dominican Republic,1996,963
Ecuador,1996,489
"Egypt, Arab Rep.",1996,3107
El Salvador,1996,1084
Equatorial Guinea,1996,0.164206042
Eritrea,1996,..
Estonia,1996,2
Ethiopia,1996,16
Faeroe Islands,1996,..
Fiji,1996,33
Finland,1996,145
France,1996,4534
French Polynesia,1996,..
Gabon,1996,6
"Gambia, The",1996,20
Georgia,1996,..
Germany,1996,4344
Ghana,1996,28
Greece,1996,3079
Greenland,1996,..
Grenada,1996,20
Guam,1996,..
Guatemala,1996,375
Guinea,1996,1
Guinea-Bissau,1996,2
Guyana,1996,15
Haiti,1996,152
Honduras,1996,157
"Hong Kong, China",1996,..
Hungary,1996,169
Iceland,1996,74
India,1996,8766
Indonesia,1996,796
"Iran, Islamic Rep.",1996,658
Iraq,1996,..
Ireland,1996,362
Israel,1996,660
Italy,1996,2585
Jamaica,1996,714
Japan,1996,1228
Jordan,1996,1702
Kazakhstan,1996,89
Kenya,1996,288.42
Kiribati,1996,7
"Korea, Dem. Rep.",1996,..
"Korea, Rep.",1996,946
Kuwait,1996,..
Kyrgyz Republic,1996,2
Lao PDR,1996,45
Latvia,1996,41
Lebanon,1996,1225
Lesotho,1996,388
Liberia,1996,..
Libya,1996,..
Liechtenstein,1996,..
Lithuania,1996,3
Luxembourg,1996,710.6133952
"Macao, China",1996,..
"Macedonia, FYR",1996,68
Madagascar,1996,11
Malawi,1996,1
Malaysia,1996,857
Maldives,1996,3
Mali,1996,111
Malta,1996,21
Marshall Islands,1996,..
Mauritania,1996,4
Mauritius,1996,160
Mayotte,1996,..
Mexico,1996,4949
"Micronesia, Fed. Sts.",1996,..
Moldova,1996,87
Monaco,1996,..
Mongolia,1996,..
Morocco,1996,2165
Mozambique,1996,61
Myanmar,1996,124
Namibia,1996,14
Nepal,1996,44
Netherlands,1996,1754
Netherlands Antilles,1996,24
New Caledonia,1996,..
New Zealand,1996,2107
Nicaragua,1996,95
Niger,1996,4
Nigeria,1996,947
Norway,1996,309
Oman,1996,39
Pakistan,1996,1284
Palau,1996,..
Panama,1996,86
Papua New Guinea,1996,15
Paraguay,1996,297
Peru,1996,597
Philippines,1996,4875
Poland,1996,774
Portugal,1996,3810
Puerto Rico,1996,..
Qatar,1996,..
Romania,1996,18
Russian Federation,1996,2771
Rwanda,1996,5
Samoa,1996,44
San Marino,1996,..
Sao Tome and Principe,1996,..
Saudi Arabia,1996,..
Senegal,1996,150
Serbia and Montenegro,1996,1295
Seychelles,1996,1
Sierra Leone,1996,25
Singapore,1996,..
Slovak Republic,1996,21
Slovenia,1996,279
Solomon Islands,1996,..
Somalia,1996,..
South Africa,1996,102
Spain,1996,3494
Sri Lanka,1996,852
St. Kitts and Nevis,1996,2
St. Lucia,1996,2
St. Vincent and the Grenadines,1996,2
Sudan,1996,222
Suriname,1996,..
Swaziland,1996,76
Sweden,1996,301
Switzerland,1996,1390
Syrian Arab Republic,1996,313
Tajikistan,1996,..
Tanzania,1996,19
Thailand,1996,1806
Timor-Leste,1996,..
Togo,1996,29
Tonga,1996,..
Trinidad and Tobago,1996,28
Tunisia,1996,736
Turkey,1996,3542
Turkmenistan,1996,4
Uganda,1996,..
Ukraine,1996,6
United Arab Emirates,1996,..
United Kingdom,1996,2519
United States,1996,2181
Uruguay,1996,..
Uzbekistan,1996,..
Vanuatu,1996,36
"Venezuela, RB",1996,4
Vietnam,1996,..
Virgin Islands (U.S.),1996,..
West Bank and Gaza,1996,597
"Yemen, Rep.",1996,1134
Zambia,1996,..
Zimbabwe,1996,..
Afghanistan,1997,..
Albania,1997,300
Algeria,1997,1060
American Samoa,1997,..
Andorra,1997,..
Angola,1997,..
Antigua and Barbuda,1997,6
Argentina,1997,66
Armenia,1997,136
Aruba,1997,2
Australia,1997,2118
Austria,1997,915
Azerbaijan,1997,..
"Bahamas, The",1997,..
Bahrain,1997,..
Bangladesh,1997,1526
Barbados,1997,69
Belarus,1997,295
Belgium,1997,4329
Belize,1997,23
Benin,1997,71
Bermuda,1997,..
Bhutan,1997,..
Bolivia,1997,85
Bosnia and Herzegovina,1997,..
Botswana,1997,48
Brazil,1997,1982
Brunei,1997,..
Bulgaria,1997,51
Burkina Faso,1997,80
Burundi,1997,..
Cambodia,1997,12
Cameroon,1997,11
Canada,1997,..
Cape Verde,1997,76
Cayman Islands,1997,..
Central African Republic,1997,..
Chad,1997,..
Chile,1997,..
China,1997,4660.8
Colombia,1997,774
Comoros,1997,12
"Congo, Dem. Rep.",1997,..
"Congo, Rep.",1997,5
Costa Rica,1997,130
Cote d'Ivoire,1997,136
Croatia,1997,617
Cuba,1997,..
Cyprus,1997,48
Czech Republic,1997,85
Denmark,1997,852
Djibouti,1997,..
Dominica,1997,2
Dominican Republic,1997,1142
Ecuador,1997,648
"Egypt, Arab Rep.",1997,3697
El Salvador,1997,1199
Equatorial Guinea,1997,..
Eritrea,1997,..
Estonia,1997,2
Ethiopia,1997,9
Faeroe Islands,1997,..
Fiji,1997,35
Finland,1997,235
France,1997,9741
French Polynesia,1997,..
Gabon,1997,6
"Gambia, The",1997,6
Georgia,1997,284
Germany,1997,3858
Ghana,1997,26
Greece,1997,3062
Greenland,1997,..
Grenada,1997,20
Guam,1997,..
Guatemala,1997,408
Guinea,1997,1
Guinea-Bissau,1997,2
Guyana,1997,15
Haiti,1997,256
Honduras,1997,190
"Hong Kong, China",1997,..
Hungary,1997,213
Iceland,1997,70
India,1997,10331
Indonesia,1997,725
"Iran, Islamic Rep.",1997,400
Iraq,1997,..
Ireland,1997,314
Israel,1997,671
Italy,1997,2283
Jamaica,1997,730
Japan,1997,1345
Jordan,1997,1819
Kazakhstan,1997,60
Kenya,1997,351.78
Kiribati,1997,7
"Korea, Dem. Rep.",1997,..
"Korea, Rep.",1997,852
Kuwait,1997,..
Kyrgyz Republic,1997,3
Lao PDR,1997,41
Latvia,1997,46
Lebanon,1997,1225
Lesotho,1997,379
Liberia,1997,..
Libya,1997,..
Liechtenstein,1997,..
Lithuania,1997,3
Luxembourg,1997,649.0189416
"Macao, China",1997,..
"Macedonia, FYR",1997,78
Madagascar,1997,12
Malawi,1997,1
Malaysia,1997,1074
Maldives,1997,2
Mali,1997,92
Malta,1997,17
Marshall Islands,1997,..
Mauritania,1997,3
Mauritius,1997,168
Mayotte,1997,..
Mexico,1997,5546
"Micronesia, Fed. Sts.",1997,..
Moldova,1997,114
Monaco,1997,..
Mongolia,1997,..
Morocco,1997,1893
Mozambique,1997,64
Myanmar,1997,149
Namibia,1997,13
Nepal,1997,49
Netherlands,1997,1495
Netherlands Antilles,1997,19
New Caledonia,1997,..
New Zealand,1997,1010
Nicaragua,1997,150
Niger,1997,5
Nigeria,1997,1920
Norway,1997,289
Oman,1997,39
Pakistan,1997,1707
Palau,1997,..
Panama,1997,64
Papua New Guinea,1997,14
Paraguay,1997,299
Peru,1997,636
Philippines,1997,6799
Poland,1997,848
Portugal,1997,3677
Puerto Rico,1997,..
Qatar,1997,..
Romania,1997,16
Russian Federation,1997,2268
Rwanda,1997,5
Samoa,1997,47
San Marino,1997,..
Sao Tome and Principe,1997,..
Saudi Arabia,1997,..
Senegal,1997,150
Serbia and Montenegro,1997,662
Seychelles,1997,0.218847041
Sierra Leone,1997,6
Singapore,1997,..
Slovak Republic,1997,29
Slovenia,1997,241
Solomon Islands,1997,..
Somalia,1997,..
South Africa,1997,206
Spain,1997,3529
Sri Lanka,1997,942
St. Kitts and Nevis,1997,3
St. Lucia,1997,2
St. Vincent and the Grenadines,1997,2
Sudan,1997,420
Suriname,1997,0.4
Swaziland,1997,84
Sweden,1997,345
Switzerland,1997,1208
Syrian Arab Republic,1997,238
Tajikistan,1997,..
Tanzania,1997,2
Thailand,1997,1658
Timor-Leste,1997,..
Togo,1997,26
Tonga,1997,..
Trinidad and Tobago,1997,30
Tunisia,1997,685
Turkey,1997,4197
Turkmenistan,1997,..
Uganda,1997,..
Ukraine,1997,12
United Arab Emirates,1997,..
United Kingdom,1997,2883
United States,1997,2270
Uruguay,1997,..
Uzbekistan,1997,..
Vanuatu,1997,16
"Venezuela, RB",1997,17
Vietnam,1997,..
Virgin Islands (U.S.),1997,..
West Bank and Gaza,1997,837
"Yemen, Rep.",1997,1169
Zambia,1997,..
Zimbabwe,1997,..
Afghanistan,1998,..
Albania,1998,504
Algeria,1998,1060
American Samoa,1998,..
Andorra,1998,..
Angola,1998,..
Antigua and Barbuda,1998,12
Argentina,1998,69
Armenia,1998,92
Aruba,1998,3
Australia,1998,1782
Austria,1998,1417
Azerbaijan,1998,6
"Bahamas, The",1998,..
Bahrain,1998,..
Bangladesh,1998,1606
Barbados,1998,76
Belarus,1998,315
Belgium,1998,4204
Belize,1998,23
Benin,1998,90
Bermuda,1998,..
Bhutan,1998,..
Bolivia,1998,88
Bosnia and Herzegovina,1998,2048
Botswana,1998,43
Brazil,1998,1642
Brunei,1998,..
Bulgaria,1998,51
Burkina Faso,1998,80
Burundi,1998,..
Cambodia,1998,120
Cameroon,1998,11
Canada,1998,..
Cape Verde,1998,74
Cayman Islands,1998,..
Central African Republic,1998,..
Chad,1998,..
Chile,1998,..
China,1998,4126.9
Colombia,1998,806
Comoros,1998,12
"Congo, Dem. Rep.",1998,..
"Congo, Rep.",1998,2
Costa Rica,1998,128
Cote d'Ivoire,1998,143
Croatia,1998,625
Cuba,1998,..
Cyprus,1998,48
Czech Republic,1998,350
Denmark,1998,765
Djibouti,1998,..
Dominica,1998,3
Dominican Republic,1998,1406
Ecuador,1998,799
"Egypt, Arab Rep.",1998,3370
El Salvador,1998,1340
Equatorial Guinea,1998,..
Eritrea,1998,3
Estonia,1998,3
Ethiopia,1998,27
Faeroe Islands,1998,..
Fiji,1998,26
Finland,1998,375
France,1998,10021
French Polynesia,1998,..
Gabon,1998,6
"Gambia, The",1998,6
Georgia,1998,373
Germany,1998,4264
Ghana,1998,30
Greece,1998,2284
Greenland,1998,..
Grenada,1998,20
Guam,1998,..
Guatemala,1998,457
Guinea,1998,5
Guinea-Bissau,1998,2
Guyana,1998,15
Haiti,1998,327
Honduras,1998,225
"Hong Kong, China",1998,154
Hungary,1998,220
Iceland,1998,76
India,1998,9479
Indonesia,1998,958
"Iran, Islamic Rep.",1998,680
Iraq,1998,..
Ireland,1998,274
Israel,1998,438
Italy,1998,2115
Jamaica,1998,758
Japan,1998,1239
Jordan,1998,1624
Kazakhstan,1998,72
Kenya,1998,347.82
Kiribati,1998,7
"Korea, Dem. Rep.",1998,..
"Korea, Rep.",1998,542
Kuwait,1998,..
Kyrgyz Republic,1998,25
Lao PDR,1998,50
Latvia,1998,49
Lebanon,1998,1225
Lesotho,1998,295
Liberia,1998,..
Libya,1998,..
Liechtenstein,1998,..
Lithuania,1998,3
Luxembourg,1998,656.5841987
"Macao, China",1998,..
"Macedonia, FYR",1998,63
Madagascar,1998,11
Malawi,1998,1
Malaysia,1998,856
Maldives,1998,2
Mali,1998,84
Malta,1998,21
Marshall Islands,1998,..
Mauritania,1998,2
Mauritius,1998,180
Mayotte,1998,..
Mexico,1998,6501
"Micronesia, Fed. Sts.",1998,..
Moldova,1998,124
Monaco,1998,..
Mongolia,1998,6
Morocco,1998,2011
Mozambique,1998,46
Myanmar,1998,137
Namibia,1998,11
Nepal,1998,68
Netherlands,1998,1464
Netherlands Antilles,1998,17
New Caledonia,1998,..
New Zealand,1998,483
Nicaragua,1998,200
Niger,1998,19
Nigeria,1998,1544
Norway,1998,301
Oman,1998,39
Pakistan,1998,1172
Palau,1998,..
Panama,1998,58
Papua New Guinea,1998,10
Paraguay,1998,286
Peru,1998,647
Philippines,1998,5130
Poland,1998,1070
Portugal,1998,3628
Puerto Rico,1998,..
Qatar,1998,..
Romania,1998,49
Russian Federation,1998,1925
Rwanda,1998,5
Samoa,1998,42
San Marino,1998,..
Sao Tome and Principe,1998,1
Saudi Arabia,1998,..
Senegal,1998,147
Serbia and Montenegro,1998,1033
Seychelles,1998,0.114020932
Sierra Leone,1998,20
Singapore,1998,..
Slovak Republic,1998,24
Slovenia,1998,228
Solomon Islands,1998,..
Somalia,1998,..
South Africa,1998,283
Spain,1998,3935
Sri Lanka,1998,1023
St. Kitts and Nevis,1998,4
St. Lucia,1998,3
St. Vincent and the Grenadines,1998,3
Sudan,1998,687
Suriname,1998,..
Swaziland,1998,78
Sweden,1998,393
Switzerland,1998,1227
Syrian Arab Republic,1998,220
Tajikistan,1998,..
Tanzania,1998,12
Thailand,1998,1424
Timor-Leste,1998,..
Togo,1998,19
Tonga,1998,..
Trinidad and Tobago,1998,45
Tunisia,1998,718
Turkey,1998,5356
Turkmenistan,1998,..
Uganda,1998,..
Ukraine,1998,12
United Arab Emirates,1998,..
United Kingdom,1998,2995
United States,1998,2437
Uruguay,1998,..
Uzbekistan,1998,..
Vanuatu,1998,22
"Venezuela, RB",1998,17
Vietnam,1998,..
Virgin Islands (U.S.),1998,..
West Bank and Gaza,1998,1082
"Yemen, Rep.",1998,1202
Zambia,1998,..
Zimbabwe,1998,..
Afghanistan,1999,..
Albania,1999,407
Algeria,1999,790
American Samoa,1999,..
Andorra,1999,..
Angola,1999,..
Antigua and Barbuda,1999,12
Argentina,1999,64
Armenia,1999,95
Aruba,1999,8
Australia,1999,2029
Austria,1999,1526
Azerbaijan,1999,54
"Bahamas, The",1999,..
Bahrain,1999,..
Bangladesh,1999,1807
Barbados,1999,87
Belarus,1999,193
Belgium,1999,4467
Belize,1999,21
Benin,1999,77
Bermuda,1999,..
Bhutan,1999,..
Bolivia,1999,96
Bosnia and Herzegovina,1999,1888
Botswana,1999,34
Brazil,1999,1862
Brunei,1999,..
Bulgaria,1999,43
Burkina Faso,1999,80
Burundi,1999,..
Cambodia,1999,106
Cameroon,1999,11
Canada,1999,..
Cape Verde,1999,79
Cayman Islands,1999,..
Central African Republic,1999,..
Chad,1999,..
Chile,1999,..
China,1999,4796.1
Colombia,1999,1312
Comoros,1999,12
"Congo, Dem. Rep.",1999,..
"Congo, Rep.",1999,12
Costa Rica,1999,126
Cote d'Ivoire,1999,138
Croatia,1999,557
Cuba,1999,..
Cyprus,1999,50
Czech Republic,1999,318
Denmark,1999,803
Djibouti,1999,..
Dominica,1999,3
Dominican Republic,1999,1631
Ecuador,1999,1090
"Egypt, Arab Rep.",1999,3235
El Salvador,1999,1387
Equatorial Guinea,1999,..
Eritrea,1999,4
Estonia,1999,2
Ethiopia,1999,34
Faeroe Islands,1999,..
Fiji,1999,24
Finland,1999,444
France,1999,9301
French Polynesia,1999,..
Gabon,1999,4
"Gambia, The",1999,7
Georgia,1999,361
Germany,1999,4329
Ghana,1999,31
Greece,1999,2284
Greenland,1999,..
Grenada,1999,21
Guam,1999,..
Guatemala,1999,466
Guinea,1999,6
Guinea-Bissau,1999,2
Guyana,1999,20
Haiti,1999,422
Honduras,1999,328
"Hong Kong, China",1999,130
Hungary,1999,213
Iceland,1999,85
India,1999,11124
Indonesia,1999,1109
"Iran, Islamic Rep.",1999,508
Iraq,1999,..
Ireland,1999,295
Israel,1999,424
Italy,1999,1999
Jamaica,1999,790
Japan,1999,1109
Jordan,1999,1752
Kazakhstan,1999,64
Kenya,1999,431.64
Kiribati,1999,7
"Korea, Dem. Rep.",1999,..
"Korea, Rep.",1999,666
Kuwait,1999,..
Kyrgyz Republic,1999,18
Lao PDR,1999,1
Latvia,1999,49
Lebanon,1999,1402
Lesotho,1999,276
Liberia,1999,..
Libya,1999,..
Liechtenstein,1999,..
Lithuania,1999,3
Luxembourg,1999,651.5657869
"Macao, China",1999,..
"Macedonia, FYR",1999,77
Madagascar,1999,12
Malawi,1999,1
Malaysia,1999,1042
Maldives,1999,2
Mali,1999,86
Malta,1999,21
Marshall Islands,1999,..
Mauritania,1999,2
Mauritius,1999,178
Mayotte,1999,..
Mexico,1999,6649
